Put the chocolate and butter in a metal or glass bowl over barely simmering water. Stir occasionally until melted. Remove from the heat.	put the chocolate and butter in a metal or glass bowl over barely simmering water . stir occasionally until melted . remove from the heat .	1
Pour cake mix into a large bowl. Make a well in the center and pour in milk, eggs, and vegetable oil; stir until well combined. Pour boiling water into the batter and stir to mix.	pour cake mix into a large bowl . make a well in the center and pour in milk , eggs , and vegetable oil ; stir until well combined . pour boiling water into the batter and stir to mix .	1
Pour batter into a slow cooker.	pour batter into a slow cooker .	1
Combine avocados, almond milk, honey, cocoa powder, and vanilla extract in a food processor; blend until the consistency of pudding. Pour over the batter in the slow cooker. Sprinkle chocolate chips on top.	combine avocados , almond milk , honey , cocoa powder , and vanilla extract in a food processor ; blend until the consistency of pudding . pour over the batter in the slow cooker . sprinkle chocolate chips o n top .	1
Cook on High until edges have pulled away from the sides of the cooker, about 2 1/2 hours.	cook on high until edges have pulled away from the sides of the cooker , about 2 1/2 hours .	1
In a large bowl, mix together the cake and pudding mixes, sour cream, oil, beaten eggs and water.  Stir in the chocolate chips and pour batter into a well greased 12 cup bundt pan.	in a large bowl , mix together the cake and pudding mixes , sour cream , oil , beaten eggs and water . stir in the chocolate chips and pour batter into a well greased 12 cup bundt pan .	1
In large bowl combine flour, sugar, cocoa,  baking soda, baking powder and salt. Make a well in the center.	in large bowl combine flour , sugar , cocoa , baking soda , baking powder and salt . make a well in the center .	1
Combine the flour, sugar, baking soda and salt.  Beat in the sour cream and eggs.  Set aside.  Melt the butter on low in a saucepan, add the water and 5 tablespoons cocoa.  Bring mixture to a boil then remove from heat.  Allow to cool slightly, then stir cocoa mixture into the egg mixture, mixing until blended.	combine the flour , sugar , baking soda and salt . beat in the sour cream and eggs . set aside . melt the butter on low in a saucepan , add the water and 5 tablespoons cocoa . bring mixture to a boil the n remove from heat . allow to cool slightly , then stir cocoa mixture into the egg mixture , mixing until blended .	1
For the icing:  In a large saucepan, combine the milk, 5 tablespoons cocoa and 1/2 cup butter.  Bring to a boil, then remove from heat.  Stir in the confectioners' sugar and vanilla, then fold in the nuts, mixing until blended.  Spread frosting over warm cake.	for the icing : in a large saucepan , combine the milk , 5 tablespoons cocoa and 1/2 cup butter . bring to a boil , then remove from heat . stir in the confectioners ' sugar and vanilla , then fold in the nuts , mixing until blended . spread frosting over warm cake .	1
Prepare the cake mix according to package directions. Divide two thirds of batter between 2 pans. Stir instant coffee into remaining batter; pour into remaining pan.	prepare the cake mix according to package directions . divide two thirds of batter between 2 pans . stir instant coffee into remaining batter ; pour into remaining pan .	1
To make the filling:  In a small bowl, using an electric mixer set on low speed, combine mascarpone, 1/2 cup confectioners' sugar and 2 tablespoons coffee liqueur; beat just until smooth. Cover with plastic wrap and refrigerate.	to make the filling : in a small bowl , using an electric mixer set on low speed , combine mascarpone , 1/2 cup confectioners ' sugar and 2 tablespoons coffee liqueur ; beat just until smooth . cover with p lastic wrap and refrigerate .	1
To make the frosting:  In a medium bowl, using an electric mixer set on medium-high speed, beat the cream, 1/4 cup confectioners' sugar and 2 tablespoons coffee liqueur until stiff. Fold 1/2 cup of cream mixture into filling mixture.	to make the frosting : in a medium bowl , using an electric mixer set on medium-high speed , beat the cream , 1/4 cup confectioners ' sugar and 2 tablespoons coffee liqueur until stiff . fold 1/2 cup of cr eam mixture into filling mixture .	1
To make the chocolate curls, use a vegetable peeler and run it down the edge of the chocolate bar.	to make the chocolate curls , use a vegetable peeler and run it down the edge of the chocolate bar .	1
To make the frosting, use the second set of ingredients. Cream butter until light and fluffy. Stir in the cocoa and confectioners' sugar alternately with the milk and vanilla. Beat to a spreading consistency.	to make the frosting , use the second set of ingredients . cream butter until light and fluffy . stir in the cocoa and confectioners ' sugar alternately with the milk and vanilla . beat to a spreading cons istency .	1
Split the layers of cooled cake horizontally, cover the top of each layer with frosting, then stack them onto a serving plate. Frost the outside of the cake.	split the layers of cooled cake horizontally , cover the top of each layer with frosting , then stack them onto a serving plate . frost the outside of the cake .	1
In a large bowl, cream butter and sugar together until light and fluffy. Beat in eggs one at time, then stir in vanilla. Add the flour mixture alternately with the cocoa mixture. Spread batter evenly between the 3 prepared pans.	in a large bowl , cream butter and sugar together until light and fluffy . beat in eggs one at time , then stir in vanilla . add the flour mixture alternately with the cocoa mixture . spread batter evenly between the 3 prepared pans .	1
Sift together the flour, sugar, cocoa powder, baking soda, baking powder and salt. Set aside. In a large bowl, whisk together the eggs, oil, coffee and vanilla.  Stir in the sour milk.  Gradually beat in the flour mixture, mixing just until incorporated.	sift together the flour , sugar , cocoa powder , baking soda , baking powder and salt . set aside . in a large bowl , whisk together the eggs , oil , coffee and vanilla . stir in the sour milk . gradually beat in the flour mixture , mixing just until incorporated .	1
To make the cherry filling: Combine the cherry pie filling and cherry liquor.  Refrigerate cherry mixture until chilled, then fill cake.	to make the cherry filling : combine the cherry pie filling and cherry liquor . refrigerate cherry mixture until chilled , then fill cake .	1
In a medium bowl, stir together the flour, sugar, cocoa, baking soda, baking powder, salt and cinnamon. Add the eggs and oil, mix well. Fold in the nuts and zucchini until they are evenly distributed. Pour into the prepared pan.	in a medium bowl , stir together the flour , sugar , cocoa , baking soda , baking powder , salt and cinnamon . add the eggs and oil , mix well . fold in the nuts and zucchini until they are evenly distributed . pour into the prepared pan .	1
In a medium bowl, mix together cookie crumbs, 3 tablespoons sugar, and melted butter. Press mixture into the bottom of a 9 inch springform pan.	in a medium bowl , mix together cookie crumbs , 3 tablespoons sugar , and melted butter . press mixture into the bottom of a 9 inch springform pan .	1
In a large bowl, mix together cream cheese and 1/2 cup sugar until smooth. Beat in eggs one at a time. Blend in vanilla and melted white chocolate. Pour half of batter over crust. Spoon 3 tablespoons raspberry sauce over batter. Pour remaining cheesecake batter into pan, and again spoon 3 tablespoons raspberry sauce over the top. Swirl batter with the tip of a knife to create a marbled effect.	in a large bowl , mix together cream cheese and 1/2 cup sugar until smooth . beat in eggs one at a time . blend in vanilla and melted white chocolate . pour half of batter over crust . spoon 3 tablespoons raspberry sauce over batter . pour remaining cheesecake batter into pan , and again spoon 3 tablespoons raspberry sauce over the top . swirl batter with the tip of a knife to create a marbled effect .	1
In a large bowl, cream 1 cup butter and 2 cups sugar until light and fluffy. Beat in 4 egg yolks one at a time. Blend in the melted chocolate mixture and vanilla.  Beat in the flour mixture alternately with the buttermilk, mixing just until incorporated.	in a large bowl , cream 1 cup butter and 2 cups sugar until light and fluffy . beat in 4 egg yolks one at a time . blend in the melted chocolate mixture and vanilla . beat in the flour mixture alternatel y with the buttermilk , mixing just until incorporated .	1
In a large glass or metal mixing bowl, beat egg whites until stiff peaks form. Fold 1/3 of the whites into the batter, then quickly  fold in remaining whites until no streaks remain.	in a large glass or metal mixing bowl , beat egg whites until stiff peaks form . fold 1/3 of the whites into the batter , then quickly fold in remaining whites until no streaks remain .	1
To make the Filling:  In a saucepan combine 1 cup sugar, evaporated milk, 1/2 cup butter, and 3 egg yolks. Cook over low heat, stirring constantly until thickened. Remove from heat. Stir in coconut, pecans and vanilla. Cool until thick enough to spread.	to make the filling : in a saucepan combine 1 cup sugar , evaporated milk , 1/2 cup butter , and 3 egg yolks . cook over low heat , stirring constantly until thickened . remove from heat . stir in coconut , p ecans and vanilla . cool until thick enough to spread .	1
Spread filling between layers and on top of cake. In a small saucepan, melt shortening and 1 ounce of chocolate. Stir until smooth and drizzle down the sides of the cake.	spread filling between layers and on top of cake . in a small saucepan , melt shortening and 1 ounce of chocolate . stir until smooth and drizzle down the sides of the cake .	1
In a large bowl, combine cake mix, pudding mix, sour cream, eggs, oil and coffee liqueur. Beat until ingredients are well blended. Fold in chocolate chips. Batter will be thick. Spoon into prepared pan.	in a large bowl , combine cake mix , pudding mix , sour cream , eggs , oil and coffee liqueur . beat until ingredients are well blended . fold in chocolate chips . batter will be thick . spoon into prepared pa n.	1
Combine the beans and eggs in the bowl of a food processor. Process until smooth. Add the sugar and the baking powder, and pulse to blend. Pour in the melted chocolate and blend until smooth, scraping down the corners to make sure chocolate is completely mixed. Transfer the batter to the prepared cake pan.	combine the beans and eggs in the bowl of a food processor . process until smooth . add the sugar and the baking powder , and pulse to blend . pour in the melted chocolate and blend until smooth , scraping down the corners to make sure chocolate is completely mixed . transfer the batter to the prepared cake pan .	1
Bring Irish stout beer and 1 cup butter to a boil in a saucepan and set aside until butter has melted, stirring occasionally. Mix in cocoa powder until smooth.	bring irish stout beer and 1 cup butter to a boil in a saucepan and set aside until butter has melted , stirring occasionally . mix in cocoa powder until smooth .	1
Whisk together flour, sugar, baking soda, and salt in a bowl until thoroughly combined.	whisk together flour , sugar , baking soda , and salt in a bowl until thoroughly combined .	1
Beat eggs with sour cream in a large bowl with an electric mixer on low until well combined. Slowly beat in the beer mixture, then the flour mixture; beat until the batter is smooth.	beat eggs with sour cream in a large bowl with an electric mixer on low until well combined . slowly beat in the beer mixture , then the flour mixture ; beat until the batter is smooth .	1
Divide batter between the prepared cupcake cups, filling each cup about 2/3 full.	divide batter between the prepared cupcake cups , filling each cup about 2/3 full .	1
Cool the cupcakes completely. Cut cores out of the center of each cupcake with a sharp paring knife. Discard cores.	cool the cupcakes completely . cut cores out of the center of each cupcake with a sharp paring knife . discard cores .	1
Bring cream to a simmer in a saucepan over low heat; stir in bittersweet chocolate until melted.	bring cream to a simmer in a saucepan over low heat ; stir in bittersweet chocolate until melted .	1
Mix in 2 tablespoons butter and Irish whiskey until butter is melted; let mixture cool to room temperature. Filling will thicken as it cools.	mix in 2 tablespoons butter and irish whiskey until butter is melted ; let mixture cool to room temperature . filling will thicken as it cools .	1
Spoon the filling into the cored cupcakes.	spoon the filling into the cored cupcakes .	1
Set mixer to low speed and slowly beat in confectioners' sugar, 1 cup at a time, until frosting is smooth and spreadable. Beat in the Irish cream liqueur; adjust thickness of frosting with more confectioners' sugar if needed.	set mixer to low speed and slowly beat in confectioners ' sugar , 1 cup at a time , until frosting is smooth and spreadable . beat in the irish cream liqueur ; adjust thickness of frosting with more confec tioners ' sugar if needed .	1
Spread frosting on filled cupcakes.	spread frosting on filled cupcakes .	1
To make the frosting:  In a large bowl, beat the cream cheese with the white sugar and confectioners' sugar until smooth. Fold in the whipped topping, pecans and chopped chocolate. Spread between layers and on top and sides of cake.	to make the frosting : in a large bowl , beat the cream cheese with the white sugar and confectioners ' sugar until smooth . fold in the whipped topping , pecans and chopped chocolate . spread between laye rs and on top and sides of cake .	1
Whisk all-purpose flour, whole wheat flour, oats, baking soda, baking powder, and salt together in a bowl. Cut butter into flour mixture using a pastry blender until mixture resembles coarse meal.	whisk all-purpose flour , whole wheat flour , oats , baking soda , baking powder , and salt together in a bowl . cut butter into flour mixture using a pastry blender until mixture resembles coarse meal .	1
Beat buttermilk, egg, honey, and orange zest together in a bowl. Pour buttermilk mixture, currants, and raisins into flour mixture; stir with a wooden spoon until a wet, sticky dough comes together.	beat buttermilk , egg , honey , and orange zest together in a bowl . pour buttermilk mixture , currants , and raisins into flour mixture ; stir with a wooden spoon until a wet , sticky dough comes together .	1
Gently pound chicken breasts between 2 layers of plastic until each breast is evenly thick. Place breasts on a plate and season 1 side with kosher salt and black pepper. Sprinkle with flour; press flour to coat the entire surface and help it adhere. Turn and repeat on second side with salt, pepper, and flour.	gently pound chicken breasts between 2 layers of plastic until each breast is evenly thick . place breasts on a plate and season 1 side with kosher salt and black pepper . sprinkle with flour ; press flo ur to coat the entire surface and help it adhere . turn and repeat on second side with salt , pepper , and flour .	1
Brush excess flour from plate; place the chicken breasts back on the plate. Pour beaten egg over the breasts and coat each side. Cover bottom of a second plate with half the bread crumbs. Transfer chicken to the bread crumbs. Push crumbs up sides of chicken. Sprinkle on the remaining crumbs and thoroughly coat each side.	brush excess flour from plate ; place the chicken breasts back on the plate . pour beaten egg over the breasts and coat each side . cover bottom of a second plate with half the bread crumbs . transfer chi cken to the bread crumbs . push crumbs up sides of chicken . sprinkle on the remaining crumbs and thoroughly coat each side .	1
Mix ricotta and Cheddar cheese together in a bowl. Stir in salt, black pepper, cayenne, and olive oil. Spread half the cheese mixture on each breast without extending all the way to the edges. Dust with Parmigiano-Reggiano cheese and drizzle with olive oil.	mix ricotta and cheddar cheese together in a bowl . stir in salt , black pepper , cayenne , and olive oil . spread half the cheese mixture on each breast without extending all the way to the edges . dust wi th parmigiano-reggiano cheese and drizzle with olive oil .	1
To serve, ladle the heated marinara sauce in a wide circle on warm plates. Place chicken in center and sprinkle with chopped parsley.	to serve , ladle the heated marinara sauce in a wide circle on warm plates . place chicken in center and sprinkle with chopped parsley .	1
Mix mayonnaise, mustard, and cayenne together in a bowl to make the sauce.	mix mayonnaise , mustard , and cayenne together in a bowl to make the sauce .	1
Trim off ends of bread. Cut loaf in half and evenly split bread to make tops and bottoms of 2 sandwiches. Spread each half on both sides generously with the mayo/mustard sauce.	trim off ends of bread . cut loaf in half and evenly split bread to make tops and bottoms of 2 sandwiches . spread each half on both sides generously with the mayo/mustard sauce .	1
Divide sandwich ingredients between the two bottom halves in this order: 2 slices Swiss cheese, 3 slices ham, hot cooked pork, pickle slices, and 2 more slices of Swiss cheese. Place tops on sandwiches.	divide sandwich ingredients between the two bottom halves in this order : 2 slices swiss cheese , 3 slices ham , hot cooked pork , pickle slices , and 2 more slices of swiss cheese . place tops on sandwiche s.	1
Whisk 1 egg and 1 teaspoon water together in a bowl. Brush each bun with egg mixture. Sprinkle dough with sesame seeds.	whisk 1 egg and 1 teaspoon water together in a bowl . brush each bun with egg mixture . sprinkle dough with sesame seeds .	1
Line a baking sheet with a silicone mat or parchment paper.	line a baking sheet with a silicone mat or parchment paper .	1
Cut peeled and cored apples into quarters, cut each quarter into 3 wedges, and cut wedges into chunks.	cut peeled and cored apples into quarters , cut each quarter into 3 wedges , and cut wedges into chunks .	1
