Located in New York&#39;s Midtown neighborhood, Millennium Hilton New York One UN Plaza is in the city center and near a metro station. The area&#39;s natural beauty can be seen at Central Park and Bryant Park, while Broadway and The Morgan Library and Museum are cultural highlights. Looking to enjoy an event or a game? See what&#39;s going on at Madison Square Garden, or consider St. James Theatre for a night out. Our guests appreciate the hotel&#39;s central location. 	located in new york &#39; s midtown neighborhood , millennium hilton new york one un plaza is in the city center and near a metro station . the area &#39; s natural beauty can be seen at central park and br yant park , while broadway and the morgan library and museum are cultural highlights . looking to enjoy an event or a game ? see what &#39; s going on at madison square garden , or consider st. james theatr e for a night out . our guests appreciate the hotel &#39; s central location .	1
Located in Midtown neighborhood, Grand Hyatt New York is connected to a shopping center. Grand Central Terminal and Times Square are notable landmarks, and some of the area&#39;s popular attractions include Central Park Zoo and Chelsea Piers. Looking to enjoy an event or a game? See what&#39;s going on at Madison Square Garden, or consider St. James Theatre for a night out. Take an opportunity to explore the area for outdoor excitement like hiking/biking trails. Our guests appreciate the hotel&#39;s central location. 	located in midtown neighborhood , grand hyatt new york is connected to a shopping center . grand central terminal and times square are notable landmarks , and some of the area &#39; s popular attractions i nclude central park zoo and chelsea piers . looking to enjoy an event or a game ? see what &#39; s going on at madison square garden , or consider st. james theatre for a night out . take an opportunity to explore the area for outdoor excitement like hiking/biking trails . our guests appreciate the hotel &#39; s central location .	1
Located in New York&#39;s Midtown neighborhood, InterContinental New York Barclay is in the city center. The area&#39;s natural beauty can be seen at Central Park and Bryant Park, while Radio City Music Hall and Museum of Modern Art are cultural highlights. Consider St. James Theatre for a night out, and don&#39;t miss Central Park Zoo, a top local attraction. Our guests love the hotel&#39;s central location. 	located in new york &#39; s midtown neighborhood , intercontinental new york barclay is in the city center . the area &#39; s natural beauty can be seen at central park and bryant park , while radio city mus ic hall and museum of modern art are cultural highlights . consider st. james theatre for a night out , and don &#39; t miss central park zoo , a top local attraction . our guests love the hotel &#39; s centr al location .	1
Located in New York&#39;s Midtown neighborhood, The Ritz-Carlton New York, Central Park is in the city center and near a metro station. Museum of Modern Art and Broadway are cultural highlights, and some of the area&#39;s notable landmarks include Times Square and Rockefeller Center. Central Park Zoo and Chelsea Piers are not to be missed. Take an opportunity to explore the area for outdoor excitement like hiking/biking trails. 	located in new york &#39; s midtown neighborhood , the ritz-carlton new york , central park is in the city center and near a metro station . museum of modern art and broadway are cultural highlights , and s ome of the area &#39; s notable landmarks include times square and rockefeller center . central park zoo and chelsea piers are not to be missed . take an opportunity to explore the area for outdoor excite ment like hiking/biking trails .	1
Located in New York&#39;s Midtown neighborhood, The Evelyn Hotel is in the city center and near a metro station. Broadway and Radio City Music Hall are cultural highlights, and travelers looking to shop may want to visit 5th Avenue and Macy&#39;s. Central Park Zoo and Chelsea Piers are not to be missed. 	located in new york &#39; s midtown neighborhood , the evelyn hotel is in the city center and near a metro station . broadway and radio city music hall are cultural highlights , and travelers looking to sh op may want to visit 5 th avenue and macy &#39; s. central park zoo and chelsea piers are not to be missed .	1
Located in New York&#39;s Midtown neighborhood, Lotte New York Palace is in the city center and near a metro station. Times Square and 5th Avenue are worth checking out if shopping is on the agenda, while those wishing to experience the area&#39;s natural beauty can explore Central Park. Looking to enjoy an event or a game while in town? See what&#39;s going on at Madison Square Garden. Practice your golf swing on a nearby course, or enjoy other activities in the great outdoors, such as hiking/biking trails in the area. Our guests love the hotel&#39;s location for the sightseeing. 	located in new york &#39; s midtown neighborhood , lotte new york palace is in the city center and near a metro station . times square and 5 th avenue are worth checking out if shopping is on the agenda , w hile those wishing to experience the area &#39; s natural beauty can explore central park . looking to enjoy an event or a game while in town ? see what &#39; s going on at madison square garden . practice y our golf swing on a nearby course , or enjoy other activities in the great outdoors , such as hiking/biking trails in the area . our guests love the hotel &#39; s location for the sightseeing .	1
In the city center, Omni Berkshire Place is in New York&#39;s Midtown neighborhood, an area with great shopping. Museum of Modern Art and Broadway Theatre are cultural highlights, and some of the area&#39;s notable landmarks include St. Patrick&#39;s Cathedral and Rockefeller Center. Looking to enjoy an event or a game while in town? See what&#39;s going on at Yankee Stadium. Kayaking and sailing offer great chances to get out on the surrounding water, or you can seek out an adventure with ecotours and hiking/biking trails nearby. Our guests love the hotel&#39;s location for the sightseeing. 	in the city center , omni berkshire place is in new york &#39; s midtown neighborhood , an area with great shopping . museum of modern art and broadway theatre are cultural highlights , and some of the area &#39; s notable landmarks include st. patrick &#39; s cathedral and rockefeller center . looking to enjoy an event or a game while in town ? see what &#39; s going on at yankee stadium . kayaking and sailing offer great chances to get out on the surrounding water , or you can seek out an adventure with ecotours and hiking/biking trails nearby . our guests love the hotel &#39; s location for the sightseeing .	1
Located in Midtown neighborhood, Waldorf Astoria New York is connected to the convention center. Museum of Modern Art and Radio City Music Hall are cultural highlights, and travelers looking to shop may want to visit 5th Avenue and Times Square. Check out an event or a game at Madison Square Garden, and consider making time for Central Park Zoo, a top attraction not to be missed. Take an opportunity to explore the area for outdoor excitement like hiking/biking trails. 	located in midtown neighborhood , waldorf astoria new york is connected to the convention center . museum of modern art and radio city music hall are cultural highlights , and travelers looking to shop m ay want to visit 5 th avenue and times square . check out an event or a game at madison square garden , and consider making time for central park zoo , a top attraction not to be missed . take an opportuni ty to explore the area for outdoor excitement like hiking/biking trails .	1
In the historical district, Hotel Plaza Athenee is in New York&#39;s Upper East Side neighborhood, a walkable area with good shopping. Museum of Modern Art and Carnegie Hall are cultural highlights, and travelers looking to shop may want to visit Madison Avenue and 5th Avenue. Traveling with kids? Make time for Central Park Zoo, or check out an event or a game at Madison Square Garden. Take an opportunity to explore the area for outdoor excitement like hiking/biking trails. Our guests appreciate the hotel&#39;s quiet location. 	in the historical district , hotel plaza athenee is in new york &#39; s upper east side neighborhood , a walkable area with good shopping . museum of modern art and carnegie hall are cultural highlights , a nd travelers looking to shop may want to visit madison avenue and 5 th avenue . traveling with kids ? make time for central park zoo , or check out an event or a game at madison square garden . take an opp ortunity to explore the area for outdoor excitement like hiking/biking trails . our guests appreciate the hotel &#39; s quiet location .	1
Located in New York&#39;s Midtown neighborhood, Park Lane Hotel is in the city center and near a metro station. Columbus Circle and St. Patrick&#39;s Cathedral are notable landmarks, and travelers looking to shop may want to visit 5th Avenue and Madison Avenue. Consider St. James Theatre for a night out, and don&#39;t miss Central Park Zoo, a top local attraction. Our guests love the hotel&#39;s location for the sightseeing. 	located in new york &#39; s midtown neighborhood , park lane hotel is in the city center and near a metro station . columbus circle and st. patrick &#39; s cathedral are notable landmarks , and travelers loo king to shop may want to visit 5 th avenue and madison avenue . consider st. james theatre for a night out , and don &#39; t miss central park zoo , a top local attraction . our guests love the hotel &#39; s l ocation for the sightseeing .	1
